gene_id,strand,lost_len,ctrl_len,lost_at_frac,ctrl_at_frac,lost_are_pent,ctrl_are_pent,lost_are_nona,ctrl_are_nona,lost_miR-34a-5p,ctrl_miR-34a-5p,lost_let-7a-5p,ctrl_let-7a-5p,lost_miR-21-5p,ctrl_miR-21-5p,lost_miR-221-3p,ctrl_miR-221-3p,lost_miR-17-5p,ctrl_miR-17-5p,lost_miR-155-5p,ctrl_miR-155-5p,symbol,lost_seed_total,ctrl_seed_total
ENSG00000198131,+,14507,14507,0.5325704832149997,0.5433239125939202,20,23,7,2,0,1,0,1,0,0,0,0,11,1,0,2,ZNF544,11,5
ENSG00000198160,+,36697,36697,0.6419325830449355,0.6193694307436575,133,100,3,2,0,1,1,1,2,2,0,0,7,2,3,5,MIER1,13,11
ENSG00000198356,+,460,460,0.4369565217391304,0.4652173913043478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GET3,0,1
ENSG00000198393,+,45865,45865,0.5699116973727243,0.5376212798430176,83,68,13,4,5,7,2,5,2,5,1,0,9,15,3,3,ZNF26,22,35
ENSG00000198417,+,1052,1052,0.5684410646387833,0.405893536121673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MT1F,0,1
ENSG00000198440,+,942,942,0.6040339702760085,0.6847133757961783,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ZNF583,0,1
ENSG00000198482,+,34869,34869,0.5537870314606097,0.5318477730935788,46,49,8,8,0,1,5,3,1,1,0,1,11,16,1,1,ZNF808,18,23
ENSG00000198492,+,8183,8183,0.5739948674080411,0.5230355615300012,18,17,0,5,0,0,0,0,0,0,0,1,4,1,2,0,YTHDF2,6,2
ENSG00000198498,+,24958,24958,0.6233672569917461,0.6149130539306034,78,73,3,0,0,1,3,3,1,2,2,2,1,3,1,1,TMA16,8,12
ENSG00000198556,+,10103,10103,0.5406314955953677,0.499554587746214,15,12,0,3,1,1,2,1,0,0,2,0,10,4,0,2,ZNF789,15,8
ENSG00000198692,+,1781,1781,0.643458731049972,0.6496350364963503,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EIF1AY,0,0
ENSG00000198700,+,12767,12767,0.5699067909454061,0.6020208349651445,21,36,1,7,1,1,0,1,1,0,1,0,6,3,1,1,IPO9,10,6
ENSG00000198718,+,43589,43589,0.6299066278189451,0.6287136662919544,151,137,6,5,4,5,8,4,1,6,2,5,11,5,4,6,TOGARAM1,30,31
ENSG00000198805,+,7584,7584,0.557753164556962,0.5450949367088608,17,17,3,2,1,0,0,0,1,0,1,0,0,1,0,0,PNP,3,1
ENSG00000198829,+,2054,2054,0.688412852969815,0.6353456669912366,6,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,SUCNR1,1,1
ENSG00000203485,+,5208,5208,0.4030337941628264,0.3519585253456221,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,INF2,4,1
ENSG00000203734,+,4158,4158,0.6426166426166426,0.6178451178451179,11,8,0,0,1,0,1,0,0,0,1,0,0,0,1,0,ECT2L,4,0
ENSG00000203760,+,8008,8008,0.6451048951048951,0.6025224775224776,26,17,1,1,1,0,3,0,0,2,0,0,0,2,2,0,CENPW,6,4
ENSG00000204186,+,23224,23224,0.6222872890113675,0.592576644850155,54,60,1,5,0,2,0,0,2,2,0,2,2,4,0,2,ZDBF2,4,12
ENSG00000204370,+,24893,24893,0.5852247619812799,0.5785160486883862,43,35,1,0,1,2,1,1,3,0,0,4,11,5,2,5,SDHD,18,17
ENSG00000204524,+,6720,6720,0.6333333333333333,0.5561011904761904,19,11,3,0,1,0,0,1,2,1,0,0,2,0,0,1,ZNF805,5,3
ENSG00000204574,+,21191,21191,0.5207871266103534,0.518899532820537,23,25,2,3,2,0,4,2,0,0,0,0,5,6,0,1,ABCF1,11,9
ENSG00000204576,+,5421,5421,0.5351411178749308,0.5141117874930825,7,4,1,0,0,0,0,0,0,0,0,0,1,4,0,0,PRR3,1,4
ENSG00000204592,+,9980,9980,0.5044088176352706,0.5708416833667335,10,12,0,1,0,1,0,0,0,0,0,1,0,3,0,0,HLA-E,0,5
ENSG00000204599,+,15742,15742,0.5546944479735739,0.5634608054885021,18,25,1,0,1,1,0,1,0,0,0,0,2,2,0,0,TRIM39,3,4
ENSG00000204642,+,17163,17163,0.5534580201596457,0.5196643943366545,31,17,1,0,3,3,1,0,0,0,3,0,2,2,2,2,HLA-F,11,7
ENSG00000204740,+,2756,2756,0.6306240928882438,0.6723512336719883,7,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,MALRD1,1,0
ENSG00000204922,+,457,457,0.5361050328227571,0.5273522975929978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UQCC3,1,0
ENSG00000204977,+,13329,13329,0.5894665766374072,0.5608072623602671,29,34,2,1,1,0,0,2,0,0,1,2,8,6,0,1,TRIM13,10,11
ENSG00000205129,+,23901,23901,0.6395548303418267,0.6133216183423288,75,68,4,1,0,1,0,2,5,3,0,1,7,6,3,3,C4orf47,15,16
ENSG00000206418,+,21661,21661,0.5865380176353816,0.5525599002816121,49,38,1,3,2,1,0,0,1,0,1,2,6,6,1,0,RAB12,11,9
ENSG00000206503,+,8392,8392,0.47378455672068637,0.5701858913250715,14,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,HLA-A,2,0
ENSG00000213096,+,28861,28861,0.6339350680849589,0.5858424864003327,92,53,2,5,0,1,0,1,2,1,4,1,4,7,1,3,AC092279.1,11,14
ENSG00000213190,+,1254,1254,0.5526315789473685,0.5239234449760766,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MLLT11,0,1
ENSG00000213799,+,19494,19494,0.5595054888683697,0.5801272186313737,38,36,7,2,3,1,1,3,0,1,0,1,5,3,0,4,ZNF845,9,13
ENSG00000214063,+,4836,4836,0.35153019023986765,0.36889991728701405,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,TSPAN4,0,2
ENSG00000214300,+,14076,14076,0.4982949701619778,0.5213839158851946,26,8,14,0,2,1,0,2,0,0,0,0,5,6,5,2,SPDYE3,12,11
ENSG00000214655,+,2527,2527,0.48397309062129007,0.41313810842896714,0,0,0,0,2,2,0,0,1,0,0,0,1,1,0,0,ZSWIM8,4,3
ENSG00000214756,+,4615,4615,0.5079089924160347,0.4717226435536295,7,2,0,0,0,0,0,0,2,1,1,0,3,2,0,0,CSKMT,6,3
ENSG00000215193,+,11241,11241,0.5335824214927497,0.5279779379058802,21,11,3,1,0,0,0,0,0,0,0,1,2,3,0,2,PEX26,2,6
ENSG00000215717,+,2931,2931,0.5984305697714091,0.523712043671102,7,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,TMEM167B,1,2
ENSG00000215784,+,1274,1274,0.44505494505494503,0.33516483516483514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FAM72D,1,0
ENSG00000217555,+,1277,1277,0.4463586530931872,0.5614722004698512,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,CKLF,0,3
ENSG00000224877,+,351,351,0.4444444444444444,0.2678062678062678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NDUFAF8,0,0
ENSG00000227500,+,6699,6699,0.3682639199880579,0.41782355575459024,2,4,0,1,2,3,0,0,0,0,0,0,3,4,0,1,SCAMP4,5,8
ENSG00000228486,+,2086,2086,0.5685522531160115,0.5675934803451582,2,5,0,0,0,1,0,0,0,0,0,0,2,0,0,1,C2orf92,2,2
ENSG00000230358,+,4690,4690,0.5430703624733475,0.4769722814498934,11,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,SPDYE21P,1,3
ENSG00000233822,+,25326,25326,0.6107557450841032,0.5579246624022743,53,60,1,6,1,1,1,2,2,3,3,1,6,3,1,1,H2BC15,14,11
ENSG00000235162,+,37848,37848,0.5879306700486155,0.5700169097442401,85,97,6,2,4,4,0,3,4,2,3,5,10,8,0,2,C12orf75,21,24
ENSG00000239713,+,9015,9015,0.4475873544093178,0.48785357737104823,8,9,0,0,1,1,0,1,0,0,0,0,5,6,0,0,APOBEC3G,6,8
ENSG00000241343,+,3791,3791,0.5979952519124242,0.5410182010023741,10,4,0,0,0,1,1,0,0,1,0,1,3,0,0,0,RPL36A,4,3
ENSG00000241553,+,2044,2044,0.5278864970645792,0.5440313111545988,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ARPC4,1,1
ENSG00000243317,+,12884,12884,0.5993480285625582,0.5487426265135051,38,30,3,7,2,1,0,2,1,0,0,0,2,6,1,1,STMP1,6,10
ENSG00000243927,+,44858,44858,0.6150965268179589,0.5666324847295912,92,72,2,5,2,5,3,4,2,1,1,1,6,7,5,3,MRPS6,19,21
ENSG00000246705,+,5173,5173,0.5182679296346414,0.6207229847283975,15,16,0,0,1,0,0,1,1,1,0,1,0,0,0,2,H2AJ,2,5
ENSG00000254536,+,19924,19924,0.5479823328648866,0.4738506324031319,35,25,6,1,3,0,0,3,0,0,0,1,3,6,3,1,AL360181.3,9,11
ENSG00000256223,+,3060,3060,0.5836601307189543,0.6094771241830066,6,4,0,0,0,0,1,0,0,1,0,1,1,1,0,1,ZNF10,2,4
ENSG00000256806,+,1317,1317,0.3819286256643888,0.6385725132877752,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C17orf100,0,1
ENSG00000257529,+,6969,6969,0.5804276079781892,0.5663653321853924,17,9,2,0,3,1,0,1,0,0,0,0,0,3,0,1,RPL36A-HNRNPH2,3,6
ENSG00000258289,+,9965,9965,0.5596588058203713,0.6172604114400402,19,24,1,1,1,3,1,3,0,1,0,1,2,2,4,0,CHURC1,8,10
ENSG00000258461,+,11163,11163,0.4751410911045418,0.5148257636835976,8,10,1,1,0,0,0,0,0,0,1,0,2,3,0,1,AC012651.1,3,4
ENSG00000259066,+,13043,13043,0.5608372306984589,0.543816606608909,19,32,3,7,1,1,0,2,0,0,0,0,9,5,0,1,AL110118.2,10,9
ENSG00000261408,+,5035,5035,0.4182720953326713,0.483416087388282,1,3,0,0,2,0,1,0,0,0,0,1,2,3,0,0,TEN1-CDK3,5,4
ENSG00000265354,+,8994,8994,0.5810540360240161,0.6019568601289749,21,13,1,0,1,1,2,1,0,0,0,0,3,2,0,1,TIMM23,6,5
ENSG00000266472,+,13198,13198,0.5397787543567207,0.5320503106531292,17,23,0,3,0,1,0,1,0,0,0,0,11,5,0,0,MRPS21,11,7
ENSG00000268173,+,9711,9711,0.4611265575120997,0.43435279579857894,11,2,4,0,0,2,1,1,0,2,0,0,4,7,0,0,AC007192.1,5,12
ENSG00000268750,+,2717,2717,0.5152741994847257,0.5115936694884063,1,4,0,0,1,0,0,1,0,0,0,0,1,1,0,0,AC010522.1,2,2
ENSG00000269469,+,1194,1194,0.4380234505862647,0.48408710217755446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AC010619.2,0,0
ENSG00000270757,+,39347,39347,0.5910234579510509,0.576130327598038,97,88,7,14,3,2,3,2,2,2,3,3,13,16,9,4,HSPE1-MOB4,33,29
ENSG00000270882,+,10979,10979,0.4968576373075872,0.530011840786957,11,17,0,0,1,2,0,2,2,0,1,1,3,3,1,0,H4C14,8,8
ENSG00000271723,+,521,521,0.5585412667946257,0.5834932821497121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MROH7-TTC4,0,0
ENSG00000272333,+,4060,4060,0.42192118226600983,0.4374384236453202,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,KMT2B,2,1
ENSG00000275023,+,9637,9637,0.431980906921241,0.4306319394002283,0,12,0,0,2,0,0,1,0,0,1,1,1,2,0,1,MLLT6,4,5
ENSG00000277791,+,1535,1535,0.48403908794788275,0.5557003257328991,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PSMB3,0,1
ENSG00000278817,+,4368,4368,0.4409340659340659,0.4310897435897436,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,AC007325.4,2,0
ENSG00000281593,+,13050,13050,0.6195402298850575,0.6490421455938697,44,50,3,2,1,0,2,0,0,2,0,1,2,2,2,0,AC006978.2,7,5
ENSG00000283288,+,3082,3082,0.46398442569759896,0.45846852693056456,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,SMIM33,3,2
ENSG00000283321,+,36635,36635,0.6159683362904327,0.6285246349119694,98,106,9,6,2,1,1,3,3,0,3,0,5,4,5,4,AC019117.4,19,12
ENSG00000283515,+,6593,6593,0.553314121037464,0.5466403761565296,12,11,0,0,2,1,0,1,0,0,1,1,0,2,0,0,AC020915.5,3,5
ENSG00000283930,+,7878,7878,0.6166539730896167,0.5691799949225692,24,17,0,0,0,0,0,0,1,1,0,0,1,2,1,1,AL117339.5,3,4
ENSG00000283977,+,6992,6992,0.5846681922196796,0.48755720823798626,17,6,0,0,3,1,3,0,0,0,0,0,1,0,0,0,AC084337.2,7,1
ENSG00000284292,+,46252,46252,0.532214823142783,0.5128210671970942,76,57,16,16,2,3,3,1,3,0,3,0,31,27,2,1,AC004922.1,44,32
ENSG00000285920,+,46455,46455,0.5546873318264988,0.5661177483586266,89,96,10,12,4,2,5,1,3,3,0,1,22,12,4,1,AC087721.2,38,20
ENSG00000286098,+,10812,10812,0.5823159452460229,0.505826859045505,17,8,0,0,2,0,0,0,0,0,0,1,3,6,3,0,AC008770.4,8,7
ENSG00000286261,+,12726,12726,0.5422756561370423,0.5316674524595316,13,22,1,0,1,0,2,1,0,0,1,0,2,2,0,0,AC022137.3,6,3
ENSG00000288000,+,24292,24292,0.5723695043635765,0.5425654536472913,58,45,4,1,4,3,1,3,0,1,1,0,7,9,2,0,AL031681.3,15,16
ENSG00000004139,+,6932,6932,0.5118291979226774,0.48456433929601844,10,5,2,0,1,1,0,0,0,2,0,0,1,3,0,0,SARM1,2,6
ENSG00000004478,+,1346,1346,0.5512630014858841,0.5052005943536404,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FKBP4,0,0
ENSG00000004766,+,18875,18875,0.6642649006622516,0.6625165562913907,86,71,1,7,2,0,1,0,3,0,1,0,1,1,3,0,VPS50,11,1
ENSG00000004961,+,452,452,0.6637168141592921,0.5641592920353983,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HCCS,0,0
ENSG00000006634,+,26519,26519,0.6382216524001659,0.6111467249896301,97,71,1,3,1,3,1,1,1,4,0,0,8,10,1,4,DBF4,12,22
ENSG00000007350,+,23654,23654,0.5149234801724867,0.5074406020123446,28,29,0,13,1,3,2,1,0,1,0,1,6,8,2,0,TKTL1,11,14
ENSG00000007944,+,2307,2307,0.58777633289987,0.5947117468573906,4,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,MYLIP,0,3
ENSG00000008952,+,26285,26285,0.6440935894997146,0.5912878067338786,86,62,4,1,0,2,1,0,3,1,1,0,4,3,3,0,SEC62,12,6
ENSG00000010072,+,13480,13480,0.6017062314540059,0.5830860534124629,37,27,6,2,0,0,1,1,0,1,0,0,4,3,1,4,SPRTN,6,9
ENSG00000010626,+,35175,35175,0.5302629708599857,0.46154939587775407,47,19,7,1,4,4,5,4,2,1,2,2,20,4,1,1,LRRC23,34,16
ENSG00000011260,+,12547,12547,0.6111421056826333,0.6046863792141548,29,25,0,1,0,1,0,1,0,0,1,1,4,3,3,2,UTP18,8,8
ENSG00000011376,+,48912,48912,0.5622751063133792,0.5813297350343474,73,93,1,4,2,5,2,1,3,1,2,0,12,10,2,3,LARS2,23,20
ENSG00000013288,+,31535,31535,0.44807356905026163,0.4555256064690027,18,17,0,0,9,3,2,2,2,1,1,1,5,7,1,1,MAN2B2,20,15
ENSG00000023516,+,9892,9892,0.6124140719773554,0.6521431459765467,19,34,0,0,1,0,0,0,0,2,0,0,1,1,3,2,AKAP11,5,5
ENSG00000023608,+,13573,13573,0.6193914388860238,0.595078464598836,43,27,2,0,0,1,1,2,0,1,0,0,4,2,0,2,SNAPC1,5,8
ENSG00000023892,+,6695,6695,0.5250186706497386,0.5145631067961165,9,6,0,0,0,1,0,1,0,0,0,0,0,3,0,1,DEF6,0,6
ENSG00000026950,+,7695,7695,0.5634827810266406,0.5650422352176738,15,11,1,0,1,1,0,2,2,0,1,0,1,2,0,0,BTN3A1,5,5
ENSG00000033122,+,9457,9457,0.6741038384265623,0.6532727080469494,39,21,1,0,1,1,0,0,1,0,0,1,2,0,1,0,LRRC7,5,2
ENSG00000034693,+,669,669,0.6427503736920778,0.6696562032884903,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEX3,1,0
ENSG00000036054,+,23433,23433,0.6537788588742371,0.623223658942517,90,80,2,7,0,1,1,3,2,0,1,0,3,7,2,4,TBC1D23,9,15
ENSG00000036448,+,2965,2965,0.5092748735244519,0.5477234401349073,2,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,MYOM2,0,5
ENSG00000037042,+,4113,4113,0.487721857524921,0.5013372234378799,7,10,3,1,1,0,1,1,0,0,0,0,2,0,0,0,TUBG2,4,1
ENSG00000038210,+,12894,12894,0.6179618427175431,0.6286644951140065,46,48,1,0,0,0,1,1,0,4,1,0,3,5,2,1,PI4K2B,7,11
ENSG00000038274,+,16336,16336,0.6109206660137121,0.6063295788442703,53,45,1,4,2,1,0,1,0,2,0,0,2,2,2,1,MAT2B,6,7
ENSG00000042980,+,38657,38657,0.6457303981167706,0.6274413430943943,134,127,8,3,2,0,4,2,0,3,3,3,5,5,4,2,ADAM28,18,15
ENSG00000043143,+,15702,15702,0.43561329766908674,0.48879123678512293,6,11,0,1,4,2,1,1,0,0,0,0,3,1,1,1,JADE2,9,5
ENSG00000051620,+,17127,17127,0.55076779354236,0.5630291352834705,30,40,0,11,1,0,1,0,2,0,0,2,3,4,0,1,HEBP2,7,7
ENSG00000055070,+,44445,44445,0.5214084823939701,0.5585555180560243,68,74,21,5,7,4,3,4,0,2,0,3,13,33,1,1,SZRD1,24,47
ENSG00000059122,+,9264,9264,0.43620466321243523,0.4572538860103627,4,3,0,0,8,2,0,0,0,0,0,1,3,4,0,0,FLYWCH1,11,7
ENSG00000059769,+,14531,14531,0.5596311334388548,0.5696786181267635,29,34,1,0,0,1,0,0,0,0,0,0,0,3,4,0,DNAJC25,4,4
ENSG00000063176,+,7810,7810,0.4169014084507042,0.43738796414852754,2,8,0,3,3,2,2,0,0,0,0,0,2,0,0,0,SPHK2,7,2
ENSG00000064012,+,30207,30207,0.5563280034429106,0.5698679114112623,50,59,2,10,1,0,2,4,4,0,0,2,8,5,1,0,CASP8,16,11
ENSG00000064933,+,169,169,0.5798816568047337,0.378698224852071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMS1,0,0
ENSG00000065029,+,26740,26740,0.5186611817501869,0.5266267763649962,30,49,9,1,7,5,1,3,2,3,0,0,6,7,0,1,ZNF76,16,19
ENSG00000065518,+,3243,3243,0.6216466234967623,0.5738513721862473,9,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,NDUFB4,1,2
ENSG00000066117,+,2349,2349,0.4891443167305236,0.5227756492124308,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,SMARCD1,1,1
ENSG00000066379,+,4863,4863,0.6195763931729386,0.5868805264240181,12,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZNRD1,1,0
ENSG00000066405,+,13105,13105,0.5714612743227776,0.582602060282335,23,25,0,0,0,2,3,0,2,3,0,1,2,3,0,0,CLDN18,7,9
ENSG00000067048,+,13470,13470,0.6232368225686711,0.5974016332590942,38,32,2,0,1,0,2,0,1,1,2,1,0,2,1,0,DDX3Y,7,4
ENSG00000067596,+,39568,39568,0.5590881520420542,0.536696320258795,66,73,0,14,1,2,5,4,3,0,6,1,15,12,1,1,DHX8,31,20
ENSG00000067646,+,27426,27426,0.6372420331072705,0.6099321811419821,90,79,9,11,1,2,2,3,4,1,0,1,4,4,2,2,ZFY,13,13
ENSG00000068912,+,18397,18397,0.6243409251508398,0.5968907974126216,51,38,4,2,3,1,0,2,1,1,0,1,2,6,2,2,ERLEC1,8,13
ENSG00000069849,+,41949,41949,0.5960809554458986,0.5668073136427567,98,101,8,3,0,1,4,4,1,1,4,4,15,17,2,2,ATP1B3,26,29
ENSG00000071243,+,12784,12784,0.6568366708385481,0.6232008760951189,42,49,2,0,0,2,1,0,3,0,0,0,2,2,1,0,ING3,7,4
ENSG00000071967,+,37110,37110,0.5777957423874966,0.597116680140124,83,87,10,6,5,4,1,4,3,1,2,2,13,8,5,2,CYBRD1,29,21
ENSG00000072135,+,16933,16933,0.5378846040276384,0.4765251284474104,22,14,2,4,1,2,0,3,0,1,1,1,3,2,0,0,PTPN18,5,9
ENSG00000072210,+,4091,4091,0.5795648985578098,0.5568320703984356,6,15,1,1,0,0,0,2,1,0,0,0,1,1,0,0,ALDH3A2,2,3
ENSG00000072756,+,7599,7599,0.6495591525200685,0.6282405579681537,27,27,1,1,0,0,0,0,1,2,2,1,0,4,1,1,TRNT1,4,8
ENSG00000072818,+,8065,8065,0.4375697458152511,0.47848729076255425,6,12,0,4,2,1,0,1,0,0,0,0,0,5,0,0,ACAP1,2,7
ENSG00000073350,+,5090,5090,0.36738703339882123,0.4223968565815324,0,2,0,0,3,1,0,0,0,0,0,1,2,1,0,0,LLGL2,5,3
ENSG00000073969,+,34730,34730,0.6250503887129283,0.6128995105096459,121,87,11,1,1,1,2,1,3,0,5,1,4,12,2,1,NSF,17,16
ENSG00000074621,+,31587,31587,0.5634596511222971,0.5637445784658246,62,58,3,3,5,1,2,1,4,2,2,0,4,8,2,3,SLC24A1,19,15
ENSG00000075234,+,22584,22584,0.4593074743181013,0.5011069783917818,10,24,1,0,5,2,1,1,2,0,0,0,4,5,4,1,TTC38,16,9
ENSG00000075240,+,19748,19748,0.46693336034028765,0.4115859833907231,22,11,3,1,2,3,1,1,0,0,0,1,5,2,1,0,GRAMD4,9,7
ENSG00000075336,+,8740,8740,0.5687643020594966,0.5808924485125858,14,25,1,1,0,0,0,0,0,0,0,0,1,2,2,1,TIMM21,3,3
ENSG00000075415,+,8659,8659,0.5813604342302806,0.5374754590599377,15,9,0,1,0,0,1,3,1,1,0,0,1,0,0,1,SLC25A3,3,5
ENSG00000075643,+,2083,2083,0.5876140182429188,0.514162265962554,7,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,MOCOS,2,0
ENSG00000076201,+,28600,28600,0.4856293706293706,0.5122727272727273,24,34,3,5,6,5,4,2,1,2,0,0,6,6,1,2,PTPN23,18,17
ENSG00000076513,+,27262,27262,0.5643386398650135,0.5563421612500917,43,43,1,1,2,1,2,2,0,0,1,0,7,8,0,1,ANKRD13A,12,12
ENSG00000076928,+,8657,8657,0.4040660736975858,0.4323668707404413,7,9,5,4,0,1,3,1,0,0,0,0,0,0,0,0,ARHGEF1,3,2
ENSG00000077684,+,18177,18177,0.6193541288441436,0.5351818231831436,56,44,0,3,2,2,1,1,3,2,0,0,1,3,2,2,JADE1,9,10
ENSG00000077721,+,8366,8366,0.6061439158498685,0.6006454697585465,23,16,0,0,1,0,0,0,1,0,1,0,2,2,2,2,UBE2A,7,4
ENSG00000077984,+,9423,9423,0.4346810994375464,0.5782659450281227,3,17,0,0,3,1,1,0,0,0,0,0,1,0,0,0,CST7,5,1
ENSG00000078177,+,28192,28192,0.5880036889897844,0.6148198070374574,88,83,10,16,1,1,3,1,0,0,1,1,2,2,4,1,N4BP2,11,6
ENSG00000078668,+,675,675,0.6340740740740741,0.5688888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,VDAC3,0,1
ENSG00000078804,+,4484,4484,0.41770740410347906,0.4464763603925067,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,TP53INP2,4,1
ENSG00000079616,+,3953,3953,0.49911459650898055,0.47634707816847965,3,2,0,0,0,1,0,0,0,0,0,1,1,2,0,0,KIF22,1,4
ENSG00000079785,+,21117,21117,0.600653501917886,0.5999905289577118,82,59,8,5,0,1,2,0,0,1,3,1,3,1,0,1,DDX1,8,5
ENSG00000081014,+,48877,48877,0.621969433475868,0.5762424044028889,123,104,4,4,3,6,3,3,2,2,2,0,15,20,5,5,AP4E1,30,36
ENSG00000082213,+,10467,10467,0.589089519442056,0.6183242571892615,23,42,0,4,2,1,0,1,0,2,1,2,3,3,3,0,C5orf22,9,9
ENSG00000086061,+,13466,13466,0.5906728055844349,0.5592603594237339,30,29,4,1,0,2,0,4,0,0,0,0,3,4,0,1,DNAJA1,3,11
ENSG00000086712,+,6396,6396,0.5792682926829268,0.5777048155096935,8,10,0,0,0,0,0,0,1,0,0,1,4,3,1,1,TXLNG,6,5
ENSG00000086730,+,11064,11064,0.4731561822125813,0.49186550976138826,12,10,3,0,1,1,1,0,0,1,0,0,1,6,0,0,LAT2,3,8
ENSG00000087087,+,1401,1401,0.476802284082798,0.44682369735902927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRRT,0,0
ENSG00000087302,+,18785,18785,0.6342294383816875,0.5810487090763907,55,45,3,2,1,1,1,2,0,3,2,0,4,4,1,1,RTRAF,9,11
ENSG00000089335,+,5265,5265,0.602659069325736,0.5559354226020893,12,11,1,0,1,0,1,1,1,0,0,0,0,1,0,0,ZNF302,3,2
ENSG00000089351,+,3658,3658,0.4382176052487698,0.42618917441224713,3,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,GRAMD1A,2,1
ENSG00000090104,+,370,370,0.6432432432432432,0.6486486486486487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RGS1,0,0
ENSG00000090316,+,37009,37009,0.4454862330784404,0.5013375124969602,22,37,1,1,5,6,1,4,0,2,0,2,5,9,0,4,MAEA,11,27
ENSG00000090857,+,44263,44263,0.5320696744459255,0.5733908682195061,59,90,10,10,4,3,6,7,2,3,0,2,18,15,5,2,PDPR,35,32
ENSG00000091542,+,27449,27449,0.5104011075084702,0.478123064592517,29,36,1,2,2,5,2,2,1,1,1,1,13,10,0,1,ALKBH5,19,20
ENSG00000092847,+,35557,35557,0.5541806114126614,0.5565992631549344,55,76,2,22,7,3,1,1,1,4,2,4,11,14,0,1,AGO1,22,27
ENSG00000092850,+,1471,1471,0.3548606390210741,0.40720598232494903,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TEKT2,1,0
ENSG00000093000,+,21393,21393,0.5494788014771187,0.5850044407049034,35,30,3,0,3,2,2,2,0,3,0,1,3,1,0,3,NUP50,8,12
ENSG00000095002,+,46671,46671,0.5799961432152728,0.556962567761565,95,104,3,22,1,2,5,3,1,1,2,1,12,23,1,2,MSH2,22,32
ENSG00000096070,+,19695,19695,0.5400863163239401,0.5281543538969281,23,24,1,0,3,1,1,2,0,3,0,2,6,2,1,2,BRPF3,11,12
ENSG00000096433,+,29587,29587,0.47111907256565383,0.47970392402068474,20,23,4,3,5,3,3,1,0,0,0,1,8,6,0,1,ITPR3,16,12
ENSG00000096717,+,15755,15755,0.5920660107902254,0.5445255474452555,32,42,4,6,1,1,1,0,0,1,0,0,9,3,4,3,SIRT1,15,8
ENSG00000099338,+,1311,1311,0.5621662852784134,0.4889397406559878,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CATSPERG,0,1
ENSG00000099797,+,46201,46201,0.47107205471743036,0.45947057422999504,50,31,14,8,9,10,2,5,1,1,0,1,14,21,3,1,TECR,29,39
ENSG00000100003,+,27709,27709,0.4992601681764048,0.43696993756541197,30,10,9,1,5,4,2,0,3,5,0,2,10,11,2,1,SEC14L2,22,23
ENSG00000100023,+,16580,16580,0.43462002412545236,0.4767792521109771,5,18,0,2,5,1,0,3,0,2,0,0,9,11,1,2,PPIL2,15,19
